Set,CN,Name,R,La,Artist
PLST,PCY-90,Flameshot,U,EN,Mark Brill
PLST,DDK-60,Flame Slash,C,EN,Raymond Swanland
PLST,IKO-117,Flame Spill,U,EN,Zoltan Boros
PLST,E01-48,Flametongue Kavu,U,EN,Slawomir Maniak
PLST,STH-81,Flame Wave,U,EN,Donato Giancola
PLST,BBD-178,Flamewave Invoker,U,EN,Dave Dorman
PLST,JUD-89,Flaring Pain,C,EN,Glen Angus
PLST,MM2-45,Flashfreeze,U,EN,Brian Despain
PLST,JUD-40,Flash of Insight,U,EN,Ben Thompson
PLST,PCA-110,Flayer Husk,C,EN,Igor Kieryluk
PLST,WTH-69,Fledgling Djinn,C,EN,Thomas Gianni
PLST,DD2-10,Fledgling Mawcor,U,EN,Kev Walker
PLST,PLS-108,Fleetfoot Panther,U,EN,Mark Brill
PLST,CN2-110,Fleeting Distraction,C,EN,Ryan Yee
PLST,CMD-83,Fleshbag Marauder,U,EN,Pete Venters
PLST,DGM-128,Flesh // Blood,R,EN,Lucas Graciano
PLST,MBS-42,Flesh-Eater Imp,U,EN,Johann Bodin
PLST,ORI-280,Flesh to Dust,C,EN,Julie Dillon
PLST,EVE-6,Flickerwisp,U,EN,Jeremy Enecio
PLST,RAV-49,Flight of Fancy,C,EN,Glen Angus
PLST,AKH-132,Fling,C,EN,Lucas Graciano
PLST,MIR-67,Floodgate,U,EN,Jeff Miracola
PLST,MH2-42,Floodhound,C,EN,Lius Lasahido
PLST,STH-84,Flowstone Hellion,U,EN,Daren Bader
PLST,CMD-46,Flusterstorm,R,EN,Erica Yang
PLST,ELD-12,Flutterfox,C,EN,Lucas Graciano
PLST,POR-55,Flux,U,EN,Ted Naifeh
PLST,WAR-52,Flux Channeler,U,EN,Heonhwa Choe
PLST,UDS-131,Fodder Cannon,U,EN,DiTerlizzi
PLST,EMA-167,Fog,C,EN,Jaime Jones
PLST,BBD-117,Fog Bank,U,EN,Howard Lyon
PLST,EMN-60,Fogwalker,C,EN,Seb McKinnon
PLST,UMA-55,Foil,C,EN,Donato Giancola
PLST,FUT-114,Fomori Nomad,C,EN,Raymond Swanland
PLST,CON-136,Font of Mythos,R,EN,Dave Allsop
PLST,MMQ-246,Food Chain,R,EN,Val Mayerik
PLST,TMP-289,Fool's Tome,R,EN,Julie Baroh
PLST,LRW-115,Footbottom Feast,C,EN,Jim Nelson
PLST,IKO-118,Footfall Crater,U,EN,Ravenna Tran
PLST,SOK-68,Footsteps of the Goryo,U,EN,Chippy
PLST,EXO-35,Forbid,U,EN,Scott Kirschner
PLST,MM3-38,Forbidden Alchemy,C,EN,David Rapoza
PLST,CHK-276,Forbidden Orchard,R,EN,Dany Orizio
PLST,10E-352,Forbidding Watchtower,U,EN,Aleksi Briclot
PLST,LRW-66,Forced Fruition,R,EN,William O'Connor
PLST,FUT-126,Force of Savagery,R,EN,Dan Murayama Scott
PLST,MH1-164,Force of Vigor,R,EN,Randy Vargas
PLST,DDJ-14,Force Spike,C,EN,Nelson DeCastro
PLST,DOM-214,Forebear's Blade,R,EN,Scott Murphy
PLST,JMP-73,Forest,C,EN,Alayna Danner
PLST,JMP-74,Forest,C,EN,Alayna Danner
PLST,JMP-76,Forest,C,EN,Adam Paquette
PLST,NEO-292,Forest,C,EN,Adam Paquette
PLST,WOE-276,Forest,C,EN,Adam Paquette
PLST,MKM-285,Forest,C,EN,Jorge Jacinto
PLST,LCI-401,Forest,C,EN,Carlos Palma Cruchaga
PLST,HOU-198,Forest,C,EN,Titus Lunter
PLST,HOU-199,Forest,C,EN,Mark Poole
PLST,AKH-268,Forest,C,EN,Titus Lunter
PLST,M15-140,Forge Devil,C,EN,Austin Hsu
PLST,KHM-211,Forging the Tyrite Sword,U,EN,Kieran Yanner
PLST,NCC-291,Forgotten Ancient,R,EN,Mark Tedin
PLST,SCG-120,Forgotten Ancient,R,EN,Mark Tedin
PLST,C18-246,Forgotten Cave,C,EN,Noah Bradley
PLST,ME3-100,Forked Lightning,U,EN,Ted Naifeh
PLST,FRF-129,Formless Nurturing,C,EN,Cliff Childs
PLST,9ED-187,Form of the Dragon,R,EN,Carl Critchlow
PLST,PLS-139,Forsaken City,R,EN,Dana Knutson
PLST,AKH-13,Forsake the Worldly,C,EN,Steve Argyle
PLST,NCC-404,Fortified Village,R,EN,Cliff Childs
PLST,MM2-17,Fortify,C,EN,Christopher Moeller
PLST,STX-132,Fortifying Draught,U,EN,Andrey Kuzinskiy
PLST,ELD-13,Fortifying Provisions,C,EN,Scott Murphy
PLST,MOC-249,Foulmire Knight // Profane Insight,U,EN,Alex Brock
PLST,ELD-90,Foulmire Knight // Profane Insight,U,EN,Alex Brock
PLST,KLD-215,Foundry Inspector,U,EN,Jason A. Engle
PLST,M15-141,Foundry Street Denizen,C,EN,Raoul Vitale
PLST,M19-235,Fountain of Renewal,U,EN,Adam Paquette
PLST,MMQ-19,Fountain Watch,R,EN,Jeff Miracola
PLST,STX-188,Fracture,U,EN,Miranda Meeks
PLST,PC2-111,Fractured Powerstone,C,EN,Rob Alexander
PLST,KLD-14,Fragmentize,C,EN,Jason Felix
PLST,UMA-57,Frantic Search,C,EN,Mitchell Malloy
PLST,SOK-38,Freed from the Real,C,EN,Scott M. Fischer
PLST,PLC-157,Frenetic Sliver,U,EN,Luca Zontini
PLST,C16-18,Frenzied Fugue,U,EN,Tony Foti
PLST,XLN-146,Frenzied Raptor,C,EN,Jesper Ejsing
PLST,CMR-180,Frenzied Saddlebrute,U,EN,Wisnu Tan
PLST,KLD-83,Fretwork Colony,U,EN,Christopher Burdett
PLST,C14-43,"Freyalise, Llanowar's Fury",M,EN,Adam Paquette
PLST,RIX-104,Frilled Deathspitter,C,EN,Zoltan Boros
PLST,M19-56,Frilled Sea Serpent,C,EN,Steven Belledin
PLST,2XM-52,Frogify,C,EN,Chris Seaman
PLST,MM2-215,Frogmite,C,EN,Terese Nielsen
PLST,TMP-228,Frog Tongue,C,EN,Phil Foglio
PLST,CMM-997,Frontier Bivouac,U,EN,Titus Lunter
PLST,KTK-234,Frontier Bivouac,U,EN,Titus Lunter
PLST,C17-251,Frontier Bivouac,U,EN,Titus Lunter
PLST,FRF-130,Frontier Mastodon,C,EN,Nils Hamm
PLST,HOU-93,Frontline Devastator,C,EN,Tommy Arnold
PLST,AER-82,Frontline Rebel,C,EN,Winona Nelson
PLST,BBD-118,Frost Lynx,C,EN,Izzy
PLST,CSP-146,Frost Marsh,U,EN,Jim Pavelec
PLST,M11-55,Frost Titan,M,EN,Mike Bierek
PLST,STX-43,Frost Trickster,C,EN,Uriah Voth
PLST,PLC-54,Frozen Aether,U,EN,Dan Dos Santos
PLST,BBD-34,Fumble,U,EN,Gabor Szikszai
PLST,TSB-44,Funeral Charm,R,EN,Greg Spalenka
PLST,DOM-94,Fungal Infection,C,EN,Filip Burburan
PLST,8ED-250,Fungusaur,R,EN,Heather Hudson
PLST,THB-136,Furious Rise,U,EN,Chase Stone
PLST,TMP-177,Furnace of Rath,R,EN,John Matson
PLST,ONE-132,Furnace Punisher,U,EN,Lauren K. Cannon
PLST,IMA-129,Furnace Whelp,C,EN,Shreya Shetty
PLST,IMA-130,Fury Charm,C,EN,John Avon
PLST,TSP-157,Fury Sliver,U,EN,Paolo Parente
PLST,PCA-93,Fusion Elemental,U,EN,Michael Komarck
PLST,8ED-251,Fyndhorn Elder,U,EN,Donato Giancola
PLST,CMR-228,Fyndhorn Elves,C,EN,Igor Kieryluk
PLST,KHM-170,"Fynn, the Fangbearer",U,EN,Lie Setiawan
PLST,UMA-199,Gaddock Teeg,R,EN,Greg Staples
PLST,ELD-48,"Gadwick, the Wizened",R,EN,Colin Boyer
PLST,MM3-127,Gaea's Anthem,U,EN,Greg Staples
PLST,PLC-147,Gaea's Anthem,R,EN,Greg Staples
PLST,DOM-161,Gaea's Blessing,U,EN,David Palumbo
PLST,USG-255,Gaea's Embrace,U,EN,Paolo Parente
PLST,BRO-182,Gaea's Gift,C,EN,Olivier Bernard
PLST,DOM-162,Gaea's Protector,C,EN,Grzegorz Rutkowski
PLST,ORI-177,Gaea's Revenge,R,EN,Kekai Kotaki
PLST,MH2-412,Gaea's Will,R,EN,Lucas Graciano
PLST,DDU-45,Galvanic Blast,C,EN,Marc Simonetti
PLST,UMA-132,Gamble,R,EN,Even Amundsen
PLST,UDS-106,Gamekeeper,U,EN,Scott Hampton
PLST,BBD-35,Game Plan,R,EN,Seb McKinnon
PLST,NCC-405,Game Trail,R,EN,Adam Paquette
PLST,MOR-123,Game-Trail Changeling,C,EN,Martina Pilcerova
PLST,ISD-181,"Garruk Relentless // Garruk, the Veil-Cursed",M,EN,Eric Deschamps
PLST,M11-177,Garruk's Packleader,U,EN,Nils Hamm
PLST,M21-186,Garruk's Uprising,U,EN,Wisnu Tan
PLST,MH2-197,Garth One-Eye,M,EN,Micah Epstein
PLST,EMA-51,Gaseous Form,C,EN,Roger Raupp
PLST,ZEN-89,Gatekeeper of Malakir,U,EN,Karl Kopinski
PLST,AKH-228,Gate to the Afterlife,U,EN,Christine Choi
PLST,GRN-247,Gateway Plaza,C,EN,Jedd Chevrier
PLST,FUT-99,Gathan Raiders,C,EN,Paolo Parente
PLST,M15-175,Gather Courage,U,EN,Brian Despain
PLST,TSP-255,Gauntlet of Power,R,EN,Greg Hildebrandt
PLST,SOI-160,Geistblast,U,EN,Raymond Swanland
PLST,A25-15,Geist of the Moors,C,EN,Aaron Miller
PLST,MID-56,Geistwave,C,EN,Olena Richards
PLST,GK1-38,Gelectrode,U,EN,Dan Murayama Scott
PLST,CMM-896,Gemhide Sliver,C,EN,Alayna Danner
PLST,TSP-196,Gemhide Sliver,C,EN,John Matson
PLST,DDT-39,Gempalm Incinerator,U,EN,Mark Behm
PLST,LGN-70,Gempalm Polluter,C,EN,Dany Orizio
PLST,TSP-274,Gemstone Caverns,R,EN,Martina Pilcerova
PLST,WTH-164,Gemstone Mine,U,EN,Brom
PLST,TSB-119,Gemstone Mine,R,EN,Brom
PLST,IKO-187,General Kudro of Drannith,M,EN,Ryan Pancoast
PLST,M15-143,Generator Servant,C,EN,Mathias Kollros
PLST,MH1-11,Generous Gift,U,EN,Kev Walker
PLST,M15-176,Genesis Hydra,R,EN,Peter Mohrbacher
PLST,DDD-47,Genju of the Fens,U,EN,Tsutomu Kawade
PLST,BOK-5,Genju of the Fields,U,EN,Greg Staples
PLST,A25-132,Genju of the Spires,U,EN,Joel Thomas
PLST,MH1-125,Geomancer's Gambit,C,EN,Adam Paquette
PLST,DKA-63,Geralf's Messenger,R,EN,Kev Walker
PLST,DST-123,Geth's Grimoire,U,EN,Heather Hudson
PLST,NPH-61,Geth's Verdict,C,EN,Whit Brachna
PLST,RIX-130,"Ghalta, Primal Hunger",R,EN,Chase Stone
PLST,SHM-162,Ghastlord of Fugue,R,EN,Mike Dringenberg
PLST,C16-200,"Ghave, Guru of Spores",M,EN,James Paick
PLST,C19-42,"Ghired, Conclave Exile",M,EN,Yongjae Choi
PLST,DOM-125,Ghitu Chronicler,C,EN,Anthony Palumbo
PLST,INV-144,Ghitu Fire,R,EN,Glen Angus
PLST,DOM-127,Ghitu Lavarunner,C,EN,Jesper Ejsing
PLST,ULG-77,Ghitu Slinger,C,EN,Melissa A. Benson
PLST,ULG-78,Ghitu War Cry,U,EN,Douglas Shuler
PLST,MM3-165,Ghor-Clan Rampager,U,EN,Charles Urbach
PLST,C15-70,Ghostblade Eidolon,U,EN,Ryan Yee
PLST,TSP-239,Ghostflame Sliver,U,EN,Luca Zontini
PLST,SOK-69,Ghost-Lit Stalker,U,EN,Hideaki Takamura
PLST,MM2-83,Ghostly Changeling,C,EN,Chuck Lukacs
PLST,KHC-39,Ghostly Flicker,C,EN,Raymond Swanland
PLST,CHK-10,Ghostly Prison,U,EN,Lars Grant-West
PLST,CMR-71,Ghost of Ramirez DePietro,U,EN,Grzegorz Rutkowski
PLST,DIS-173,Ghost Quarter,U,EN,Heather Hudson
PLST,CM2-253,Ghost Quarter,U,EN,Peter Mohrbacher
PLST,A25-60,Ghost Ship,C,EN,Bastien L. Deharme
PLST,TMP-318,Ghost Town,U,EN,Tom Wänerstrand
PLST,GPT-6,Ghostway,R,EN,Jim Murray
PLST,SOI-112,Ghoulcaller's Accomplice,C,EN,Dave Kendall
PLST,SNC-14,"Giada, Font of Hope",R,EN,Eric Deschamps
PLST,MM3-208,Giantbaiting,C,EN,Trevor Hairsine
PLST,VIS-108,Giant Caterpillar,C,EN,Zina Saunders
PLST,BRO-136,Giant Cindermaw,U,EN,Edgar Sánchez Hidalgo
PLST,WAR-162,Giant Growth,C,EN,Dmitry Burmak
PLST,BBD-200,Giant Growth,C,EN,Noah Bradley
PLST,ELD-14,Giant Killer // Chop Down,R,EN,Jesper Ejsing
PLST,LRW-170,Giant's Ire,C,EN,Alex Horley-Orlandelli
PLST,KLD-116,Giant Spectacle,C,EN,Johann Bodin
PLST,AKH-166,Giant Spider,C,EN,Aaron Miller
PLST,BFZ-29,"Gideon, Ally of Zendikar",M,EN,Eric Deschamps
PLST,E01-10,Gideon Jura,M,EN,Chris Rahn
PLST,MM3-7,Gideon's Lawkeeper,C,EN,Steve Prescott
PLST,AER-61,Gifted Aetherborn,U,EN,Ryan Yee
PLST,C14-73,Gift of Estates,U,EN,Hugh Jamieson
PLST,DOM-163,Gift of Growth,C,EN,YW Tang
PLST,MM3-209,Gift of Orzhova,C,EN,Johannes Voss
PLST,AKH-167,Gift of Paradise,C,EN,Ryan Pancoast
PLST,GPT-26,Gigadrowse,C,EN,Alex Horley-Orlandelli
PLST,M19-185,Gigantosaurus,R,EN,Jonathan Kuo
PLST,EVE-152,Gilder Bairn,U,EN,Nils Hamm
PLST,MOR-124,Gilt-Leaf Archdruid,R,EN,Steve Prescott
PLST,LRW-268,Gilt-Leaf Palace,R,EN,Christopher Moeller
PLST,CMR-130,Gilt-Leaf Winnower,U,EN,Viktor Titov
PLST,EMN-183,Gisa and Geralf,M,EN,Karla Ortiz
PLST,AVR-209,"Gisela, Blade of Goldnight",M,EN,Jason Chan
PLST,NPH-35,Gitaxian Probe,C,EN,Chippy
PLST,MH1-13,Giver of Runes,R,EN,Seb McKinnon
PLST,DGM-129,Give // Take,U,EN,Steve Prescott
PLST,M15-57,Glacial Crasher,C,EN,Mark Winters
PLST,CMR-72,"Glacian, Powerstone Engineer",U,EN,Magali Villeneuve
PLST,DTK-188,Glade Watcher,C,EN,Jesper Ejsing
PLST,LRW-171,Glarewielder,U,EN,Nils Hamm
PLST,DTK-18,Glaring Aegis,C,EN,Anthony Palumbo
PLST,CN2-87,Gleam of Resistance,C,EN,Matt Stewart
PLST,SHM-116,Gleeful Sabotage,C,EN,Todd Lockwood
PLST,SOM-9,Glimmerpoint Stag,U,EN,Ryan Pancoast
PLST,DTK-55,Glint,C,EN,Igor Kieryluk
PLST,KLD-17,Glint-Sleeve Artisan,C,EN,Ryan Pancoast
PLST,MBS-80,Glissa's Courier,C,EN,Dave Kendall
PLST,SNC-107,Glittering Stockpile,U,EN,Brock Grossman
PLST,FUT-156,Glittering Wish,R,EN,John Donahue
PLST,MOM-108,Gloomfang Mauler,C,EN,Denis Zhbankov
PLST,M21-100,Gloom Sower,C,EN,Chris Cold
PLST,C21-218,Gluttonous Troll,R,EN,Joe Slucher
PLST,MM2-144,Gnarlid Pack,C,EN,Johann Bodin
PLST,ISD-183,Gnaw to the Bone,C,EN,Scott Chou
PLST,STX-72,Go Blank,U,EN,Wylie Beckert
PLST,DST-63,Goblin Archaeologist,U,EN,Jim Nelson
PLST,LGN-95,Goblin Assassin,U,EN,Dave Dorman
PLST,MM3-95,Goblin Assault,U,EN,Jaime Jones
PLST,CN2-159,Goblin Balloon Brigade,C,EN,Lars Grant-West
PLST,DDN-24,Goblin Bombardment,U,EN,Dave Kendall
PLST,DD1-58,Goblin Burrows,U,EN,David Martin
PLST,ZEN-125,Goblin Bushwhacker,C,EN,Mark Tedin
PLST,DOM-129,Goblin Chainwhirler,R,EN,Svetlin Velinov
PLST,DDT-57,Goblin Charbelcher,R,EN,Jesper Ejsing
PLST,DDT-41,Goblin Chieftain,R,EN,Sam Wood
PLST,GRN-103,Goblin Cratermaker,U,EN,Svetlin Velinov
PLST,DDN-6,Goblin Deathraiders,C,EN,Raymond Swanland
PLST,MH1-128,Goblin Engineer,R,EN,Jehan Choo
PLST,MM2-114,Goblin Fireslinger,C,EN,Pete Venters
PLST,PLS-61,Goblin Game,R,EN,DiTerlizzi
PLST,UDS-84,Goblin Gardener,C,EN,Dan Frazier
PLST,GNT-4,Goblin Goliath,M,EN,Slawomir Maniak
PLST,M12-140,Goblin Grenade,U,EN,Kev Walker
PLST,WTH-104,Goblin Grenadiers,U,EN,Dan Frazier
PLST,M19-142,Goblin Instigator,C,EN,Filip Burburan
PLST,M15-144,Goblin Kaboomist,R,EN,Kev Walker
PLST,GRN-104,Goblin Locksmith,C,EN,Mark Behm
PLST,P02-99,Goblin Lore,U,EN,D. Alexander Gregory
PLST,USG-191,Goblin Matron,C,EN,DiTerlizzi
PLST,MH1-129,Goblin Matron,U,EN,Jesper Ejsing
PLST,M19-143,Goblin Motivator,C,EN,Johann Bodin
PLST,USG-192,Goblin Offensive,U,EN,Carl Critchlow
PLST,MH1-130,Goblin Oriflamme,U,EN,David Palumbo
PLST,ORI-151,Goblin Piledriver,R,EN,Matt Cavotta
PLST,M15-146,Goblin Roughrider,C,EN,Jesper Ejsing
PLST,KTK-109,Goblinslide,U,EN,Kev Walker
PLST,ONS-210,Goblin Taskmaster,C,EN,Trevor Hairsine
PLST,CMR-182,Goblin Trailblazer,C,EN,Josh Hass
PLST,EMA-203,Goblin Trenches,R,EN,Filip Burburan
PLST,DOM-130,Goblin Warchief,U,EN,Karl Kopinski
PLST,MBS-64,Goblin Wardriver,U,EN,Chippy
PLST,BFZ-146,Goblin War Paint,C,EN,Karl Kopinski
PLST,M21-148,Goblin Wizardry,C,EN,Izzy
PLST,HOU-14,God-Pharaoh's Faithful,C,EN,Bastien L. Deharme
PLST,HOU-161,God-Pharaoh's Gift,R,EN,Titus Lunter
PLST,WAR-238,God-Pharaoh's Statue,U,EN,Igor Kieryluk
PLST,ALA-170,Godsire,M,EN,Jim Murray
PLST,UMA-18,Gods Willing,C,EN,Mark Winters
PLST,J22-540,Go for Blood,C,EN,Chris Rallis
PLST,C17-114,Go for the Throat,U,EN,David Rapoza
PLST,P02-127,Golden Bear,C,EN,Una Fricker
PLST,SHM-6,Goldenglow Moth,C,EN,Howard Lyon
PLST,DDF-3,Goldmeadow Harrier,C,EN,Steve Prescott
PLST,AVR-22,Goldnight Commander,U,EN,Chris Rahn
PLST,KHM-139,Goldspan Dragon,M,EN,Andrew Mar
PLST,KHM-239,Goldvein Pick,C,EN,Dan Murayama Scott
PLST,SOM-161,Golem's Heart,U,EN,Matt Cavotta
PLST,GK1-62,Golgari Charm,U,EN,Zoltan Boros
PLST,UMA-167,Golgari Grave-Troll,R,EN,Jakub Kasper
PLST,GRN-248,Golgari Guildgate,C,EN,Eytan Zana
PLST,RAV-87,Golgari Thug,U,EN,Kev Walker
PLST,CLB-353,Gond Gate,U,EN,Kamila Szutenberg
PLST,SOI-67,Gone Missing,C,EN,James Paick
PLST,KLD-84,"Gonti, Lord of Luxury",R,EN,Daarken
PLST,M19-186,"Goreclaw, Terror of Qal Sisma",R,EN,Svetlin Velinov
PLST,E01-49,Gorehorn Minotaurs,C,EN,Wayne Reynolds
PLST,FRF-103,Gore Swine,C,EN,Jack Wang
PLST,M10-211,Gorgon Flail,U,EN,Lars Grant-West
PLST,MH2-280,Gorilla Shaman,U,EN,Filip Burburan
PLST,BBD-8,Gorm the Great,R,EN,Johann Bodin
PLST,MRD-95,Grab the Reins,U,EN,Michael Sutfin
PLST,ODY-24,Graceful Antelope,R,EN,Heather Hudson
PLST,MMA-176,Grand Arbiter Augustin IV,R,EN,Zoltan Boros & Gabor Szikszai
PLST,SOM-33,Grand Architect,R,EN,Steven Belledin
PLST,HOU-95,Granitic Titan,C,EN,Yohann Schepacz
PLST,DDS-16,Grapeshot,C,EN,Clint Cearley
PLST,C18-148,Grapple with the Past,C,EN,Howard Lyon
PLST,M19-312,Grasping Scoundrel,C,EN,Steve Prescott
PLST,RIX-74,Grasping Scoundrel,C,EN,Steve Prescott
PLST,C15-3,Grasp of Fate,R,EN,Tomasz Jedruszek
PLST,MM3-41,Grasp of Phantoms,C,EN,Izzy
PLST,E01-13,Grasp of the Hieromancer,C,EN,Igor Kieryluk
PLST,WAR-17,Grateful Apparition,U,EN,Izzy
PLST,10E-145,Graveborn Muse,R,EN,Kev Walker
PLST,DDQ-59,Gravecrawler,R,EN,Steven Belledin
PLST,CM2-66,Gravedigger,C,EN,Dermot Power
PLST,DTK-104,Gravepurge,C,EN,Nils Hamm
PLST,MH1-94,Graveshifter,U,EN,Jakub Kasper
PLST,MOC-251,Graveshifter,U,EN,Jakub Kasper
PLST,ONS-152,Gravespawn Sovereign,R,EN,Adam Rex
PLST,C14-145,Grave Titan,M,EN,Nils Hamm
PLST,GRN-105,Gravitic Punch,C,EN,Randy Vargas
PLST,C14-146,Gray Merchant of Asphodel,C,EN,Robbie Trevino
PLST,C17-253,Graypelt Refuge,U,EN,Philip Straub
PLST,DDP-14,Grazing Gladehart,C,EN,Ryan Pancoast
PLST,IMA-165,Greater Basilisk,C,EN,James Ryman
PLST,MMA-117,Greater Gargadon,R,EN,Rob Alexander
PLST,MMA-146,Greater Mossdog,C,EN,Chippy
PLST,AKH-168,Greater Sandwurm,C,EN,Steven Belledin
PLST,NEO-189,Greater Tanuki,C,EN,Ilse Gort
PLST,MRD-282,Great Furnace,C,EN,Rob Alexander
PLST,C18-250,Great Furnace,C,EN,Rob Alexander
PLST,FRF-13,Great-Horn Krushok,C,EN,YW Tang
PLST,C19-170,Great Oak Guardian,U,EN,Steven Belledin
PLST,IMA-21,Great Teacher's Decree,U,EN,Zoltan Boros
PLST,AER-107,Greenbelt Rampager,R,EN,Filip Burburan
PLST,DMC-27,"Greensleeves, Maro-Sorcerer",M,EN,Tuan Duong Chu
PLST,M19-187,Greenwood Sentinel,C,EN,Johann Bodin
PLST,A25-205,"Grenzo, Dungeon Warden",R,EN,Lucas Graciano
PLST,M21-22,Griffin Aerie,U,EN,Milivoj Ćeran
PLST,TSR-19,Griffin Guide,U,EN,Jim Nelson
PLST,MM2-84,Grim Affliction,C,EN,Erica Yang
PLST,AFR-106,Grim Bounty,C,EN,Justine Cruz
PLST,FRF-153,Grim Contest,C,EN,Phill Simmer
PLST,IKO-90,Grimdancer,U,EN,Randy Vargas
PLST,DDR-51,Grim Discovery,C,EN,Christopher Moeller
PLST,UGIN-73,Grim Haruspex,R,EN,Seb McKinnon
PLST,CSP-58,Grim Harvest,C,EN,Zoltan Boros & Gabor Szikszai
PLST,AFC-25,Grim Hireling,R,EN,Tomas Duchek
PLST,ISD-226,Grimoire of the Dead,M,EN,Steven Belledin
PLST,AKH-94,Grim Strider,U,EN,Christine Choi
PLST,HOU-155,Grind // Dust,R,EN,Josh Hass
PLST,OGW-56,Grip of the Roil,U,EN,Volkan Baǵa
PLST,GK1-64,Grisly Salvage,C,EN,Dave Kendall
PLST,BNG-74,Grisly Transformation,C,EN,Tyler Jacobson
PLST,MH2-202,"Grist, the Hunger Tide",M,EN,Yongjae Choi
PLST,MM3-74,Grixis Slavedriver,C,EN,Dave Kendall
PLST,JUD-119,Grizzly Fate,U,EN,Dave Dorman
PLST,JUD-119†,Grizzly Fate,U,EN,Dave Dorman
PLST,BBD-145,Grotesque Mutation,C,EN,Dan Murayama Scott
PLST,BBD-71,"Grothama, All-Devouring",M,EN,Mark Behm
PLST,PLC-148,Groundbreaker,R,EN,Matt Cavotta
PLST,TSP-162,Ground Rift,C,EN,Thomas M. Baxa
PLST,DDP-15,Groundswell,C,EN,Chris Rahn
PLST,RIX-75,Gruesome Fate,C,EN,Even Amundsen
PLST,ELD-192,"Grumgully, the Generous",U,EN,Milivoj Ćeran
PLST,RNA-249,Gruul Guildgate,C,EN,Alexander Forssberg
PLST,C16-256,Gruul Signet,C,EN,Efrem Palacios
PLST,DGM-75,Gruul War Chant,U,EN,Dave Kendall
PLST,PCA-17,Guard Gomazoa,U,EN,Rob Alexander
PLST,KHM-174,Guardian Gladewalker,C,EN,Mila Pesic
PLST,RNA-130,Guardian Project,R,EN,Chris Rallis
PLST,DTK-189,Guardian Shield-Bearer,C,EN,Lindsey Look
PLST,ORI-228,Guardians of Meletis,C,EN,Magali Villeneuve
PLST,DTK-56,Gudul Lurker,U,EN,Christopher Burdett
PLST,10E-211,Guerrilla Tactics,U,EN,Dave Dorman
PLST,APC-105,Guided Passage,R,EN,Alex Horley-Orlandelli
PLST,IMA-23,Guided Strike,C,EN,Dave Dorman
PLST,CMR-351,Guildless Commons,U,EN,Cliff Childs
PLST,WAR-271,Guildpact Informant,C,EN,Randy Gallegos
PLST,UMA-102,Gurmag Angler,C,EN,YW Tang
PLST,DTK-57,Gurmag Drowner,C,EN,Lake Hurwitz
PLST,DD2-27,Gush,C,EN,Kev Walker
PLST,DDO-13,Gustcloak Skirmisher,U,EN,Dan Frazier
PLST,AKH-17,Gust Walker,C,EN,Jason Rainville
PLST,MM2-117,Gut Shot,C,EN,Greg Staples
PLST,ISD-186,Gutter Grime,R,EN,Erica Yang
PLST,E01-51,Guttersnipe,U,EN,Steve Prescott
PLST,IMA-131,Guttersnipe,U,EN,Mathias Kollros
PLST,DDS-56,Guttural Response,U,EN,Ben Wootten
PLST,ROE-112,Guul Draz Assassin,R,EN,James Ryman
PLST,CMA-201,Gwyllion Hedge-Mage,U,EN,Todd Lockwood
PLST,CSP-61,"Haakon, Stromgald Scourge",R,EN,Mark Zug
PLST,RIX-158,Hadana's Climb // Winged Temple of Orazca,R,EN,Titus Lunter
PLST,CMA-40,Hada Spy Patrol,U,EN,Zoltan Boros & Gabor Szikszai
PLST,ZNR-106,Hagra Mauling // Hagra Broodpit,R,EN,Victor Adame Minguez
PLST,DDM-36,Halimar Depths,C,EN,Volkan Baǵa
PLST,ROE-72,Halimar Wavewatch,C,EN,Matt Stewart
PLST,CHK-277,Hall of the Bandit Lord,R,EN,Paolo Parente
PLST,SNC-15,Halo Fountain,M,EN,Anastasia Ovchinnikova
PLST,EMN-161,Hamlet Captain,U,EN,Wayne Reynolds
PLST,GRN-176,Hammer Dropper,C,EN,Lake Hurwitz
PLST,IMA-132,Hammerhand,C,EN,Tomasz Jedruszek
PLST,MMQ-193,Hammer Mage,U,EN,Rebecca Guay
PLST,THS-124,Hammer of Purphoros,R,EN,Yeong-Hao Han
PLST,P02-74,Hand of Death,C,EN,Heather Hudson
PLST,SOK-12,Hand of Honor,U,EN,Kev Walker
PLST,ORI-229,Hangarback Walker,R,EN,Daarken
PLST,TMP-22,Hanna's Custody,R,EN,DiTerlizzi
PLST,CMR-279,Hans Eriksson,R,EN,Ryan Pancoast
PLST,MM3-97,Hanweir Lancer,C,EN,Steve Prescott
PLST,WWK-105,Harabaz Druid,R,EN,Wayne Reynolds
PLST,DTK-139,Hardened Berserker,C,EN,Viktor Titov
PLST,MH2-46,Hard Evidence,C,EN,Yeong-Hao Han
PLST,RIX-132,Hardy Veteran,C,EN,Suzanne Helmigh
PLST,TSP-240,Harmonic Sliver,U,EN,Luca Zontini
PLST,C20-173,Harmonize,U,EN,Dan Murayama Scott
PLST,P08-5,Harmonize,R,EN,Vance Kovacs
PLST,C17-151,Harmonize,U,EN,Paul Lee
PLST,P02-128,Harmony of Nature,U,EN,Kaja Foglio
PLST,CLB-659,Harper Recruiter,R,EN,Ernanda Souza
PLST,C18-150,Harrow,C,EN,Rob Alexander
